"food_id","food_type","food_lat","food_long","food_notes","add_date","ip_addr","lastpicked_date","lastpicked_status","food_total_2009","food_total_2010","food_total_2011","food_total_2012"
"116","Figs","33.74977","-84.36326","At 186 estoria according to Janna","06/03/11","98.219.8.57","","","","","",""
"117","Apples","33.76439","-84.35413","","06/05/11","98.219.8.57","","","","","",""
"122","Peaches","33.75757","-84.31857","","06/05/11","98.219.8.57","","","","","",""
"149","Prickly Pear","33.76078","-84.31095","private property, but owner happily allows pear picking with permission.","06/20/11","74.2.230.250","","","","","",""
"153","Blueberries","33.83349","-84.15322","Private home in back yard ","06/29/11","166.137.14.6","","","","","",""
"154","Figs","33.75602","-84.30379","Biggest fig tree ever! I\'ll stop by soon! -Gibby","06/29/11","166.137.14.6","","","","","",""
"179","Figs","33.733","-84.36214","Baby fig at the end of the street","07/28/11","174.252.137.105","","","","","",""
"180","Apples","33.75031","-84.36135","Somewhere near here","07/29/11","98.219.8.57","","","","","",""
"199","Plums","33.87936","-84.27948","maybe ","08/12/11","66.87.105.135","","","","","",""
"213","Pomegranates","33.58304","-84.5094","","08/15/11","67.103.46.138","","","","","",""
"215","Figs","33.75494","-84.33024","3 biggies between the houses","08/16/11","174.252.167.146","","","","","",""
"217","Figs","33.86235","-84.26418","verified","08/18/11","98.219.8.57","","","","","",""
"218","Figs","33.86235","-84.26409","verified","08/18/11","98.219.8.57","","","","","",""
"219","Pomegranates","33.86229","-84.26396","verified","08/18/11","98.219.8.57","","","","","",""
"220","Pomegranates","33.8623","-84.26387","verified","08/18/11","98.219.8.57","","","","","",""
"221","Apples","34.17476","-84.16729","Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798","08/18/11","98.219.8.57","","","","","",""
"222","Pears","34.17474","-84.16744","3 trees. Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798","08/18/11","98.219.8.57","","","","","",""
"223","Figs","34.17468","-84.16733","Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798","08/18/11","98.219.8.57","","","","","",""
"224","Crabapples","34.17477","-84.16709","Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798","08/18/11","98.219.8.57","","","","","",""
"225","Muscadines","34.1747","-84.16759","Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798","08/18/11","98.219.8.57","","","","","",""
"226","Pecans","34.17472","-84.16709","Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798","08/18/11","98.219.8.57","","","","","",""
"248","Figs","33.78024","-84.40094","Notes","09/16/11","166.248.66.123","","","","","",""
"251","Pomegranates","33.87117","-84.25418","verified","09/18/11","66.87.107.110","","","","","",""
"252","Persimmon","33.87108","-84.25417","verified japanese","09/18/11","66.87.109.165","","","","","",""
"254","Other","33.77411","-84.3151","Chestnuts","09/30/11","24.30.98.161","","","","","",""
"255","Other","33.77424","-84.31493","Chestnuts ","09/30/11","24.30.98.161","","","","","",""
"258","Pomegranates","33.76856","-84.33309","ripe in late october 2011","11/06/11","98.219.8.57","","","","","",""
"261","Pears","33.88039","-84.22143","Super nice red pears","12/18/11","98.219.8.57","","","","","",""
"262","Pomegranates","33.79078","-84.29492","","12/21/11","98.219.8.57","","","","","",""
"263","Apples","33.82815","-84.2875","2 young gala apples","12/26/11","66.87.108.255","","","","","",""
"265","Flying Dragon","33.74418","-84.34008","","01/26/12","98.92.18.75","","","","","",""
"266","Other","33.74402","-84.33935","Jujube","02/09/12","208.54.44.199","","","","","",""
"267","Figs","33.67732","-84.12664","","03/21/12","72.152.2.73","","","","","",""
"269","Mulberries","33.75277","-84.33018","verified, large tree","04/05/12","66.87.110.11","","","","","",""
"270","Figs","33.75444","-84.3305","verified medium tree","04/05/12","66.87.110.11","","","","","",""
"271","Figs","33.75496","-84.3302","verified gigantic tree!","04/05/12","66.87.110.11","","","","","",""
"272","Figs","33.74266","-84.36644","good size tree","04/18/12","166.248.107.205","","","","","",""
"273","Mulberries","33.74209","-84.36548","watery tasting. bland.","04/18/12","166.248.107.205","","","","","",""
"274","Mulberries","33.74157","-84.36465","too high to taste.","04/18/12","166.248.107.205","","","","","",""
"277","Figs","33.73657","-84.35588","mid-sized","04/25/12","166.248.99.202","","","","","",""
"278","Figs","33.74253","-84.34057","verified. very big","04/25/12","66.87.108.95","","","","","",""
"279","Figs","33.73495","-84.35762","backyard fig, good size","04/25/12","166.248.99.202","","","","","",""
"280","Figs","33.73349","-84.3613","small to mid sized","04/25/12","166.248.99.202","","","","","",""
"281","Mulberries","33.7418","-84.37178","big","04/25/12","166.248.99.202","","","","","",""
"282","Pears","33.74183","-84.37176","tall, tall tree","04/25/12","166.248.99.202","","","","","",""
"283","Pomegranates","33.73895","-84.36963","fair sized, lots of buds","04/25/12","166.248.99.202","","","","","",""
"284","Peaches","33.73898","-84.36967","small","04/25/12","166.248.99.202","","","","","",""
"285","Peaches","33.73725","-84.36528","mid sized","04/26/12","166.248.99.202","","","","","",""
"286","Apples","33.76079","-84.35256","Planted 2009. Owner uses them.","04/28/12","98.219.8.57","","","","","",""
"287","Apples","33.70685","-84.42155","","05/13/12","98.219.8.57","","","","","",""
"288","Peaches","33.70684","-84.42162","","05/13/12","98.219.8.57","","","","","",""
"289","Peaches","33.70691","-84.42165","","05/13/12","98.219.8.57","","","","","",""
"290","Apples","33.74348","-84.34535","","05/16/12","98.219.8.57","","","","","",""
"291","Peaches","33.74327","-84.34599","might be next door","05/16/12","98.219.8.57","","","","","",""
"292","Persimmon","33.83429","-84.28182","large persimmon somewhere near here","05/24/12","98.219.8.57","","","","","",""
"294","Peaches","33.75405","-84.3627","Steve Ab\'s recon. Don\'t know if public or private.","06/27/12","24.126.245.85","","","","","",""
"296","Apples","33.90989","-84.19137","","07/14/12","24.126.245.221","","","","","",""
"302","Figs","33.90039","-84.44262","residential","07/18/12","166.248.96.249","","","","","",""
"303","Pears","33.90027","-84.44257","residential","07/18/12","166.248.96.249","","","","","",""
"306","Figs","33.804918","-84.347957","Small fig next to the road","07/21/12","66.87.109.9","","","","","",""
"310","Pecans","33.76122","-84.36178","This tree (planted some where down below)comes up at the level  of elevated N. Highland and fruit falls on the sidewalk","07/30/12","74.92.194.145","","","","","",""
"311","Pecans","33.76091","-84.35886","Another huge pecan tree (could lie in carpenters at large\'s lot)","07/30/12","74.92.194.145","","","","","",""
"312","Apples","33.81452","-84.29809","Notes","07/31/12","75.94.204.144","","","","","",""
"314","Apples","33.85973","-84.20774","several small trees near roadway","08/10/12","66.87.104.95","","","","","",""
"320","Pears","33.85817","-84.1637","verified ripe late aug 2012","08/28/12","98.219.8.211","","","","","",""
"322","Figs","33.81771","-84.32619","","09/06/12","98.219.8.211","","","","","",""
"323","Persimmon","33.80794","-84.09018","tiny Asians, but loaded","09/06/12","70.193.128.246","","","","","",""
"324","Persimmon","33.80769","-84.08997","pretty big tree by the street","09/06/12","70.193.128.246","","","","","",""
"328","Pears","33.74307","-84.33514","back yard tree. very tall","09/14/12","70.193.130.40","","","","","",""
"329","Persimmon","33.75354","-84.31601","tall tree, good looking fruit, but maybe too high to pick","09/14/12","70.193.130.40","","","","","",""
"330","Pears","33.75363","-84.31606","strange tree held up by Crosses","09/14/12","70.193.130.40","","","","","",""
"332","Persimmon","33.88739","-84.24731","Asian","09/18/12","98.219.8.211","","","","","",""
"333","Mulberries","33.73062","-84.35718","","09/25/12","50.13.220.67","","","","","",""
"334","Plums","33.73106","-84.35451","","09/25/12","50.13.220.67","","","","","",""
"335","Mulberries","33.73059","-84.35718","","09/28/12","50.13.220.67","","","","","",""
"336","Other","33.650022","-84.448129","something appeared very full here in late sept 2012. apples? pears?","09/28/12","66.87.105.107","","","","","",""
"337","Mulberries","33.73047","-84.35724","","09/29/12","50.13.220.67","","","","","",""
"338","Other","33.73047","-84.35732","","09/29/12","50.13.220.67","","","","","",""
"339","Other","33.7377","-84.37335","","09/29/12","50.13.220.67","","","","","",""
"341","Figs","33.75687","-84.35549","","10/16/12","130.199.3.165","","","","","",""
"342","Ginkgo","39.8363","-122.45573","","10/28/12","50.13.220.67","","","","","",""
"343","Figs","38.33555","-120.69791","","10/28/12","50.13.220.67","","","","","",""
"344","Other","-77.61555","103.01131","very fruitful mango tree","10/28/12","50.13.220.67","","","","","",""
"345","Plums","33.73098","-84.35457","","11/07/12","50.13.220.67","","","","","",""
"346","Pears","33.94137","-84.21249","Picked 10/12/12 -- late. Owner says they use some, but didn\'t mind","11/17/12","98.219.8.211","","","","","",""
"347","Other","33.91749","-84.35541","Pears, figs, muscadines -- see email from Lili","11/24/12","98.219.8.211","","","","","",""
"348","Prickly Pear","33.758903","-84.324672","","11/25/12","66.87.109.102","","","","","",""
"349","Prickly Pear","33.754518","-84.325804","","11/25/12","66.87.109.102","","","","","",""
"350","Flying Dragon","33.73627","-84.35647","big, in 949\'s backyard","12/23/12","70.193.131.13","","","","","",""
"351","Persimmon","33.819644","-84.329912","large Asian persimmon around here (from Stuart)","01/28/13","66.87.111.176","","","","","",""
"354","Pears","33.74402","-84.33881","good fruit, pruned -- Added by ","02/10/13","50.10.104.248","","","","","",""
"355","Pears","33.74412","-84.33881","planted 2011 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"356","Serviceberries","33.74005","-84.3403","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"357","Serviceberries","33.74005","-84.34037","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"365","Mulberries","33.7759","-84.35999"," -- Added by paige.enfinger@gmail.com","06/18/13","75.147.199.185","","","","","",""
"366","Mulberries","33.77478","-84.35858"," -- Added by paige.enfinger@gmail.com","06/18/13","75.147.199.185","","","","","",""
"368","Pears","33.77081","-84.33174","Big pear in yard of 607 Hardendorf -- Added by ","06/29/13","76.111.61.195","","","","","",""
"370","Flying Dragon","33.902292","-84.302525","across from playground -- Added by ","07/17/13","66.87.104.123","","","","","",""
"374","Apples","33.77624","-84.35877","mid-sized tree, minimal production -- Added by ","07/19/13","70.193.129.94","","","","","",""
"375","Persimmon","33.79038","-84.42068","Mature tree on edge of fenced wooded lot, just outside fence. Tree can be seen alongside public road. -- Added by omniscate@gmail.com","07/23/13","72.145.176.89","","","","","",""
"376","Apples","33.73228","-84.33799","huge tree, huge house. -- Added by ","07/24/13","70.193.129.94","","","","","",""
"380","Peaches","33.74188","-84.35422"," big tree, producing a lot -- Added by ","08/06/13","70.193.135.78","","","","","",""
"381","Apples","34.24169","-84.3992","Aub says there\'s biggie apples here -- Added by craig","08/07/13","76.111.61.195","","","","","",""
"382","Apples","34.23514","-84.37405","Aub says there\'s biggie apples here -- Added by craig","08/07/13","76.111.61.195","","","","","",""
"383","Apples","34.22888","-84.36286","Aub says huge apples here -- Added by craig","08/07/13","76.111.61.195","","","","","",""
"384","Apples","34.23034","-84.368","Aub says theres apples here -- Added by craig","08/07/13","76.111.61.195","","","","","",""
"385","Apples","34.24107","-84.40894","Aub says theres apples here -- Added by craig","08/07/13","76.111.61.195","","","","","",""
"386","Apples","34.24072","-84.42549","Aub says theres apples here -- Added by craig","08/07/13","76.111.61.195","","","","","",""
"387","Apples","33.68261","-84.44419","mid sized, decent amount of fruit -- Added by ","08/08/13","70.193.135.78","","","","","",""
"388","Apples","33.68308","-84.45103","1914. mid sized. -- Added by ","08/08/13","70.193.135.78","","","","","",""
"389","Pears","33.69221","-84.44988","2 big backyard trees. heavy with fruit -- Added by ","08/08/13","70.193.134.248","","","","","",""
"391","Apples","33.916066","-84.111285","ripe in early Aug 2013 -- Added by ","08/08/13","66.87.108.19","","","","","",""
"394","Apples","33.68923","-84.45255","Tall backyard tree, not the healthiest looking. Maybe half an IKEA bag worth of fruit -- Added by ","08/09/13","98.219.8.154","","","","","",""
"395","Figs","33.68442","-84.45463","Big, beautiful backyard fig -- Added by ","08/09/13","98.219.8.154","","","","","",""
"396","Figs","33.68703","-84.45159","Good looking fig -- Added by ","08/09/13","98.219.8.154","","","","","",""
"397","Apples","33.76714","-84.28548","Apple here Aug 13, according to Mimi\'s friend -- Added by ","08/11/13","76.111.61.195","","","","","",""
"398","Quince","33.785059","-84.337261","in back of 1122 mailbox -- Added by ","08/11/13","66.87.106.131","","","","","",""
"400","Apples","33.78426","-84.13391","Belong to chris.s.parker1@gmail.com -- 770-543-8226, 770-414-5964. Ripe very early! And many other trees -- Added by Craig","08/14/13","76.111.61.195","","","","","",""
"401","Peaches","33.66684","-84.43782"," huge, productitree -- Added by ","08/21/13","70.193.138.66","","","","","",""
"403","Apples","33.66068","-84.4361","1439 hardin. most productive small tree I\'ve ever seen -- Added by ","08/21/13","70.193.138.66","","","","","",""
"404","Pears","33.6607","-84.43626"," good, productive mid-sized tree -- Added by ","08/21/13","70.193.138.66","","","","","",""
"405","Apples","33.69152","-84.43643"," small tree -- Added by ","08/21/13","70.193.138.66","","","","","",""
"407","Pomegranates","33.82416","-84.3403","not yet big, but a few fruit -- Added by ","08/30/13","70.193.130.215","","","","","",""
"408","Muscadines","33.72797","-84.35623"," very productive -- Added by ","09/13/13","70.193.129.2","","","","","",""
"409","Pears","33.7287","-84.35436"," baby pear tree -- Added by ","09/13/13","70.193.129.2","","","","","",""
"410","Pawpaw","33.80239","-84.55722"," -- Added by 3 yr seedling-collins select","11/23/13","24.98.61.4","","","","","",""
"411","Pawpaw","33.80237","-84.55722","eastern seedling 4 yr old -- Added by ","11/23/13","24.98.61.4","","","","","",""
"412","Pawpaw","33.80239","-84.55722","3 yr old eastern seedling -- Added by ","11/23/13","24.98.61.4","","","","","",""
"413","Pawpaw","33.80238","-84.55722","4 yr old collins select -- Added by ","11/23/13","24.98.61.4","","","","","",""
"414","Nectarines","33.80235","-84.55737","6 yr old 9 ft -- Added by ","11/23/13","24.98.61.4","","","","","",""
"415","Pomegranates","33.8023","-84.55723","5 ft 4 yr old -- Added by ","11/23/13","24.98.61.4","","","","","",""
"416","Plums","33.80215","-84.55742","15 ft -- Added by ","11/23/13","24.98.61.4","","","","","",""
"417","Peaches","33.80215","-84.55738","10 ft  -- Added by ","11/23/13","24.98.61.4","","","","","",""
"418","Figs","33.80199","-84.55698","  -- Added by ","11/23/13","24.98.61.4","","","","","",""
"419","Figs","33.80199","-84.55695","  -- Added by ","11/23/13","24.98.61.4","","","","","",""
"420","Figs","33.802","-84.55691","  -- Added by ","11/23/13","24.98.61.4","","","","","",""
"421","Apples","33.80215","-84.55734"," small tree -- Added by ","11/23/13","24.98.61.4","","","","","",""
"422","Pears","33.80218","-84.55735","15 ft -- Added by ","11/23/13","24.98.61.4","","","","","",""
"423","Prickly Pear","33.80243","-84.55724","5 yr old -- Added by ","11/23/13","24.98.61.4","","","","","",""
"424","Other","33.80235","-84.55724","6 yr old pindo palm butia capitata -- Added by ","11/23/13","24.98.61.4","","","","","",""
"425","Persimmon","33.75207","-84.28781"," -- Added by ","12/04/13","24.30.40.19","","","","","",""
"426","Pears","33.77686","-84.3539","Pretty large tree in front yard -- Added by Craig","05/15/14","24.99.63.68","","","","","",""
"427","Mulberries","33.78108","-84.26437","White Mulberry, hangs over a residential fence onto the street. -- Added by stacie.boschma@gmail.com","05/20/14","38.110.37.248","","","","","",""
"428","Mulberries","33.79578","-84.40663"," -- Added by Dougall YO","06/09/14","76.97.68.40","","","","","",""
"429","Mulberries","33.75567","-84.35119","abandoned house on corner of Kensington and Hardee -- Added by ","06/15/14","24.99.60.96","","","","","",""
"430","Ginkgo","33.77618","-84.29661"," -- Added by ","07/08/14","104.5.36.179","","","","","",""
"432","Pears","33.67217","-84.45674","Unknown pear trees growing in abandoned apartment complex -- Added by Nathan Strange 404-909-0911","07/27/14","74.190.17.150","","","","","",""
"433","Pears","33.67211","-84.45667","Unknown pear trees with fruit growing in abandoned apartment complex -- Added by Nathan Strange 404-909-0911","07/27/14","74.190.17.150","","","","","",""
"434","Pears","33.67201","-84.45664","Unknown pear trees with fruit growing in abandoned apartment complex -- Added by Nathan Strange 404-909-0911","07/27/14","74.190.17.150","","","","","",""
"435","Apples","33.73912","-84.3668","Rather large apple (crabapple, I think) tree that is in a backyard, overhangs to sidewalk -- Added by ","08/04/14","107.7.54.68","","","","","",""
"436","Figs","33.73907","-84.36678","Huge fig tree that overhangs sidewalk, you can smell the figs up the block, owner lets them drop, right next to apple tree -- Added by ","08/04/14","107.7.54.68","","","","","",""
"437","Apples","33.73357","-84.36503","Crabapple tree that owner ignores -- Added by ","08/04/14","107.7.54.68","","","","","",""
"438","Blackberries","33.73363","-84.36517","Same yard as crabapple tree, vines grow right about the sidewalk -- Added by ","08/04/14","107.7.54.68","","","","","",""
"439","Persimmon","33.78249","-84.33101"," -- Added by ","08/29/14","71.56.78.212","","","","","",""
